TrainTotal,TrainMask,TrainHyperSphere,ValTotal,ValMask,ValHyperSphere
8.955656051635742,8.65327262878418,0.30238375067710876,8.09052848815918,7.913697719573975,0.1768312305212021
3.449756383895874,3.132641315460205,0.3171151578426361,2.426187753677368,2.236776113510132,0.18941156566143036
2.033529758453369,1.7510453462600708,0.2824844717979431,1.7140365839004517,1.5569857358932495,0.15705083310604095
1.6121805906295776,1.3801394701004028,0.2320411503314972,1.452454924583435,1.3498197793960571,0.10263510048389435
1.4288967847824097,1.2593183517456055,0.1695784330368042,1.3108417987823486,1.254015326499939,0.05682643875479698
1.3251092433929443,1.1989670991897583,0.12614212930202484,1.219280481338501,1.1921510696411133,0.02712945081293583
1.2618855237960815,1.1609456539154053,0.10093983262777328,1.1761986017227173,1.1592854261398315,0.0169131588190794
1.2159340381622314,1.1273198127746582,0.08861422538757324,1.1484761238098145,1.1358476877212524,0.012628408148884773
1.177156686782837,1.094912052154541,0.0822446271777153,1.1086686849594116,1.0963523387908936,0.012316378764808178
1.1431361436843872,1.0652239322662354,0.07791220396757126,1.0928508043289185,1.080262303352356,0.012588473968207836
1.1199346780776978,1.0440583229064941,0.07587630301713943,1.0635467767715454,1.0503281354904175,0.01321865152567625
1.1049152612686157,1.0310312509536743,0.07388398796319962,1.0809416770935059,1.0675970315933228,0.013344667851924896
1.0906357765197754,1.018490195274353,0.07214564085006714,1.0695827007293701,1.0557960271835327,0.013786720111966133
1.084898591041565,1.0131484270095825,0.071750208735466,1.0527485609054565,1.0389288663864136,0.01381970476359129
1.0743962526321411,1.0038414001464844,0.07055484503507614,1.0480117797851562,1.0340439081192017,0.01396785955876112
1.069396734237671,0.9997991919517517,0.06959756463766098,1.0457727909088135,1.0315874814987183,0.01418529637157917
1.0617899894714355,0.9931187629699707,0.06867125630378723,1.0402520895004272,1.0269033908843994,0.013348645530641079
1.0627408027648926,0.9951267242431641,0.06761406362056732,1.025295376777649,1.012642741203308,0.012652630917727947
