ProcessID,count,NewProcessName,ProcessName,Application
8588,4,,,\device\harddiskvolume3\windows\system32\svchost.exe
0x0000000000001f5c,4,C:\Windows\System32\cmd.exe,C:\Windows\System32\cmd.exe,
0x000000000000178c,4,C:\Users\taro\AppData\Local\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,C:\Users\taro\AppData\Local\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,
0x0000000000000a9c,4,C:\Users\taro\AppData\Local\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,C:\Users\taro\AppData\Local\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,
0x0000000000000ab8,4,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,
5404,4,,,\device\harddiskvolume3\program files (x86)\microsoft\edgeupdate\microsoftedgeupdate.exe
0x0000000000000fb4,4,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,
0x0000000000002b70,4,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
10292,4,,,\device\harddiskvolume3\xampp\htdocs\nc64.exe
0x0000000000002abc,4,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,
0x0000000000001e4c,4,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
0x0000000000001e74,4,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,
0x000000000000185c,4,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
0x0000000000001f6c,4,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,
0x00000000000018b4,4,C:\Windows\System32\RuntimeBroker.exe,C:\Windows\System32\RuntimeBroker.exe,
0x00000000000018b8,4,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,C:\Windows\System32\backgroundTaskHost.exe,
0x00000000000017e0,4,C:\Windows\System32\dwm.exe,C:\Windows\System32\taskhostw.exe,
0x000000000000180c,4,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
0x00000000000017b4,4,C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe,C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe,
0x0000000000000ba4,4,C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe,C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe,
0x0000000000002b98,4,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,
0x0000000000000f90,4,C:\Windows\System32\CompatTelRunner.exe,C:\Windows\System32\CompatTelRunner.exe,
0x00000000000007a8,4,C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe,C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe,
0x0000000000000c2c,4,C:\Windows\System32\MoUsoCoreWorker.exe,C:\Windows\System32\MoUsoCoreWorker.exe,
0x0000000000000544,4,C:\Windows\System32\SIHClient.exe,C:\Windows\System32\backgroundTaskHost.exe,
0x0000000000001894,4,C:\Users\taro\AppData\Local\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,C:\Users\taro\AppData\Local\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,
0x0000000000001ecc,4,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,
0x00000000000009f0,4,C:\Windows\System32\conhost.exe,C:\Windows\System32\conhost.exe,
0x00000000000007d4,4,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,
0x0000000000001ef4,4,C:\Windows\SoftwareDistribution\Download\Install\AM_Delta_Patch_1.407.320.0.exe,C:\Windows\SoftwareDistribution\Download\Install\AM_Delta_Patch_1.407.320.0.exe,
0x00000000000015dc,4,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,C:\Windows\System32\backgroundTaskHost.exe,
0x000000000000165c,4,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,
0x0000000000001628,4,C:\Windows\System32\conhost.exe,C:\Windows\System32\conhost.exe,
0x0000000000001638,4,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
0x000000000000239c,4,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,
0x00000000000023a8,4,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,C:\Windows\System32\backgroundTaskHost.exe,
0x000000000000140c,4,C:\Program Files\RUXIM\PLUGScheduler.exe,C:\Program Files\RUXIM\PLUGScheduler.exe,
0x0000000000000c0c,4,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
0x00000000000022ec,4,C:\Windows\System32\backgroundTaskHost.exe,C:\Windows\System32\backgroundTaskHost.exe,
0x0000000000002264,4,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
0x00000000000023d8,4,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,
0x00000000000022cc,4,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,
0x000000000000235c,4,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,
0x0000000000002360,4,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
3840,4,,,\device\harddiskvolume3\windows\system32\taskhostw.exe
0x0000000000000c10,4,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,
3756,4,,,\device\harddiskvolume3\windows\system32\svchost.exe
3600,4,,,\device\harddiskvolume3\windows\system32\taskhostw.exe
0x0000000000000cec,4,C:\Program Files\RUXIM\PLUGScheduler.exe,C:\Program Files\RUXIM\PLUGScheduler.exe,
0x00000000000015d4,4,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,
0x0000000000002410,4,C:\Users\taro\AppData\Local\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,C:\Users\taro\AppData\Local\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,
0x0000000000002418,4,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,
0x000000000000164c,4,C:\Windows\System32\backgroundTaskHost.exe,C:\Windows\System32\backgroundTaskHost.exe,
0x0000000000000cf4,4,C:\Windows\Microsoft.NET\Framework64\v4.0.30319\ngen.exe,C:\Windows\Microsoft.NET\Framework64\v4.0.30319\ngen.exe,
0x0000000000002a44,4,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,
5724,4,,,\device\harddiskvolume3\users\taro\appdata\local\microsoft\onedrive\24.025.0204.0003\microsoft.sharepoint.exe
0x0000000000002330,4,C:\Windows\System32\backgroundTaskHost.exe,C:\Windows\System32\backgroundTaskHost.exe,
0x0000000000002340,4,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,
0x0000000000002258,4,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
5776,4,,,\device\harddiskvolume3\windows\system32\svchost.exe
0x000000000000087c,4,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
0x0000000000000d14,4,C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe,C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe,
0x0000000000002904,4,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
0x0000000000002918,4,C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe,C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe,
0x00000000000028c0,4,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,
0x000000000000247c,4,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
0x000000000000248c,4,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
0x00000000000024a4,4,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,
0x0000000000001564,4,C:\Windows\System32\TSTheme.exe,C:\Windows\System32\TSTheme.exe,
0x0000000000002938,4,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
0x0000000000000e90,4,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,
0x0000000000001e44,4,C:\Windows\System32\backgroundTaskHost.exe,C:\Windows\System32\backgroundTaskHost.exe,
0x0000000000001ef8,4,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,
0x0000000000001f00,4,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,
0x00000000000028d8,4,C:\Windows\System32\backgroundTaskHost.exe,C:\Windows\System32\backgroundTaskHost.exe,
0x00000000000028e4,4,C:\Users\taro\AppData\Local\Microsoft\OneDrive\Update\OneDriveSetup.exe,C:\Users\taro\AppData\Local\Microsoft\OneDrive\Update\OneDriveSetup.exe,
0x0000000000002848,4,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,
0x0000000000002890,4,C:\Users\taro\AppData\Local\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,C:\Users\taro\AppData\Local\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,
7456,4,,,\device\harddiskvolume3\windows\system32\backgroundtaskhost.exe
0x00000000000012c4,4,C:\Program Files (x86)\Microsoft\EdgeUpdate\Install\{4662CB1C-F771-47CC-9C76-9929F3C95712}\EDGEMITMP_A7674.tmp\setup.exe,C:\Program Files (x86)\Microsoft\EdgeUpdate\Install\{4662CB1C-F771-47CC-9C76-9929F3C95712}\EDGEMITMP_A7674.tmp\setup.exe,
0x000000000000064c,4,C:\Windows\System32\gpupdate.exe,C:\Windows\System32\gpupdate.exe,
0x0000000000000654,4,C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe,C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe,
2080,4,,,\device\harddiskvolume3\windows\system32\svchost.exe
2164,4,,,\device\harddiskvolume3\windows\system32\taskhostw.exe
0x0000000000000e80,4,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
0x0000000000000e8c,4,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
0x0000000000001204,4,C:\Windows\System32\MusNotification.exe,C:\Windows\System32\MusNotification.exe,
0x000000000000120c,4,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,
2104,4,,,
6444,4,,,\device\harddiskvolume3\windows\system32\backgroundtaskhost.exe
6524,4,,,\device\harddiskvolume3\windows\system32\taskhostw.exe
0x0000000000002bd0,4,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,
10324,4,,,\device\harddiskvolume3\users\taro\appdata\local\microsoft\edgeupdate\microsoftedgeupdate.exe
10136,4,,,\device\harddiskvolume3\program files\windowsapps\microsoft.xboxgamingoverlay_7.124.2141.0_x64__8wekyb3d8bbwe\gamebar.exe
0x000000000000281c,4,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,
8124,4,,,\device\harddiskvolume3\windows\system32\backgroundtaskhost.exe
0x00000000000024b4,4,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
0x00000000000024bc,4,C:\Program Files (x86)\Microsoft\EdgeUpdate\1.3.185.21\MicrosoftEdgeUpdateComRegisterShell64.exe,C:\Program Files (x86)\Microsoft\EdgeUpdate\1.3.185.21\MicrosoftEdgeUpdateComRegisterShell64.exe,
0x0000000000002820,4,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
0x0000000000002828,4,C:\Windows\System32\RuntimeBroker.exe,C:\Windows\System32\RuntimeBroker.exe,
0x000000000000283c,4,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
0x00000000000024f4,4,C:\Users\taro\AppData\Local\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,C:\Users\taro\AppData\Local\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,
0x0000000000001230,4,C:\Windows\System32\conhost.exe,C:\Windows\System32\wevtutil.exe,
0x00000000000011dc,4,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.040.0225.0003\FileCoAuth.exe,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.040.0225.0003\FileCoAuth.exe,
0x0000000000001838,4,C:\Windows\System32\RuntimeBroker.exe,C:\Windows\System32\RuntimeBroker.exe,
0x0000000000001858,4,C:\Windows\System32\OpenSSH\sshd.exe,C:\Windows\System32\OpenSSH\sshd.exe,
0x00000000000011f4,4,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.040.0225.0003\FileCoAuth.exe,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.040.0225.0003\FileCoAuth.exe,
0x0000000000002bf0,4,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
0x00000000000014b4,4,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,
0x00000000000014c0,4,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,
0x000000000000193c,4,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,
0x0000000000001dcc,4,C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.24010.12-0\MpCmdRun.exe,C:\Windows\System32\backgroundTaskHost.exe,
0x0000000000001dd0,4,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,
0x0000000000001fd0,4,C:\Users\taro\AppData\Local\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,C:\Users\taro\AppData\Local\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,
0x0000000000001e94,4,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,
8716,4,,,\device\harddiskvolume3\program files\windowsapps\microsoft.yourphone_1.24021.105.0_x64__8wekyb3d8bbwe\phoneexperiencehost.exe
0x0000000000001830,4,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,
0x0000000000001220,4,C:\Windows\System32\conhost.exe,C:\Windows\System32\conhost.exe,
0x000000000000293c,4,C:\Program Files\WindowsApps\microsoft.windowscommunicationsapps_16005.14326.21844.0_x64__8wekyb3d8bbwe\HxTsr.exe,C:\Program Files\WindowsApps\microsoft.windowscommunicationsapps_16005.14326.21844.0_x64__8wekyb3d8bbwe\HxTsr.exe,
0x0000000000002900,4,C:\Program Files\WindowsApps\microsoft.windowscommunicationsapps_16005.14326.21830.0_x64__8wekyb3d8bbwe\HxTsr.exe,C:\Program Files\WindowsApps\microsoft.windowscommunicationsapps_16005.14326.21830.0_x64__8wekyb3d8bbwe\HxTsr.exe,
0x00000000000014a0,4,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
0x00000000000014a4,4,C:\Windows\System32\conhost.exe,C:\Windows\System32\conhost.exe,
0x0000000000001d3c,4,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,
0x0000000000001cb0,4,C:\Windows\System32\backgroundTaskHost.exe,C:\Windows\System32\backgroundTaskHost.exe,
0x0000000000001930,4,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
0x0000000000001938,4,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,
0x0000000000001c70,4,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.040.0225.0003\FileCoAuth.exe,C:\Windows\System32\backgroundTaskHost.exe,
0x0000000000001c7c,4,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
0x0000000000000c98,4,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,
3452,4,,,\device\harddiskvolume3\program files (x86)\microsoft\edgeupdate\microsoftedgeupdate.exe
0x00000000000025a4,4,C:\Windows\System32\Defrag.exe,C:\Windows\System32\Defrag.exe,
0x00000000000025a8,4,C:\Windows\System32\backgroundTaskHost.exe,C:\Windows\System32\backgroundTaskHost.exe,
0x0000000000000cd0,4,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,
0x0000000000000cdc,4,C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.24010.12-0\MpCmdRun.exe,C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.24010.12-0\MpCmdRun.exe,
4744,4,,,\device\harddiskvolume3\users\taro\appdata\local\microsoft\edgeupdate\microsoftedgeupdate.exe
0x0000000000000b08,4,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,
4992,4,,,\device\harddiskvolume3\windows\system32\devicecensus.exe
0x0000000000000b24,4,C:\Windows\System32\MusNotification.exe,C:\Windows\System32\MusNotification.exe,
4604,4,,,\device\harddiskvolume3\windows\system32\devicecensus.exe
8940,4,,,\device\harddiskvolume3\windows\system32\backgroundtaskhost.exe
8620,4,,,\device\harddiskvolume3\windows\system32\svchost.exe
8916,4,,,\device\harddiskvolume3\windows\system32\backgroundtaskhost.exe
0x00000000000005e8,4,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,
10344,4,,,\device\harddiskvolume3\windows\system32\backgroundtaskhost.exe
0x0000000000001c24,4,C:\Windows\System32\RuntimeBroker.exe,C:\Windows\System32\RuntimeBroker.exe,
0x0000000000001c30,4,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,
0x0000000000001cf4,4,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
0x0000000000001c58,4,C:\Program Files\RUXIM\RUXIMICS.exe,C:\Program Files\RUXIM\RUXIMICS.exe,
0x0000000000000908,4,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,
4740,4,,,\device\harddiskvolume3\windows\system32\compattelrunner.exe
0x000000000000258c,4,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,
0x00000000000014f8,4,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
0x0000000000000ca8,4,C:\Windows\System32\MoUsoCoreWorker.exe,C:\Windows\System32\MoUsoCoreWorker.exe,
0x0000000000002534,4,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
0x0000000000002538,4,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,
0x0000000000002548,4,C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngentask.exe,C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngentask.exe,
0x0000000000002578,4,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,
0x000000000000154c,4,C:\Program Files\RUXIM\PLUGScheduler.exe,C:\Program Files\RUXIM\PLUGScheduler.exe,
0x0000000000001268,4,C:\Windows\System32\conhost.exe,C:\Windows\System32\conhost.exe,
0x000000000000126c,4,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
10660,4,,,\device\harddiskvolume3\windows\system32\taskhostw.exe
0x0000000000000a20,4,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,C:\Windows\System32\backgroundTaskHost.exe,
0x0000000000002810,4,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,
0x00000000000024f0,4,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,
0x0000000000001578,4,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
0x00000000000024d4,4,C:\Windows\System32\conhost.exe,C:\Windows\System32\conhost.exe,
9104,4,,,\device\harddiskvolume3\windows\system32\svchost.exe
0x0000000000001110,4,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
0x00000000000010e8,4,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,
0x00000000000010f8,4,C:\Program Files\WindowsApps\microsoft.windowscommunicationsapps_16005.14326.21844.0_x64__8wekyb3d8bbwe\HxTsr.exe,C:\Program Files\WindowsApps\microsoft.windowscommunicationsapps_16005.14326.21844.0_x64__8wekyb3d8bbwe\HxTsr.exe,
0x0000000000000670,4,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
0x0000000000001024,4,C:\Windows\System32\conhost.exe,C:\Windows\System32\taskhostw.exe,
10556,4,,,\device\harddiskvolume3\program files\windowsapps\microsoft.windowscommunicationsapps_16005.14326.21844.0_x64__8wekyb3d8bbwe\hxtsr.exe
0x0000000000000a54,4,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,
0x0000000000001470,4,C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe,C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe,
0x0000000000000dc4,4,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,
0x0000000000000d90,4,C:\Windows\System32\backgroundTaskHost.exe,C:\Windows\System32\backgroundTaskHost.exe,
0x00000000000010d4,4,C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.24020.7-0\MpCmdRun.exe,C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.24020.7-0\MpCmdRun.exe,
0x00000000000010d8,4,C:\Windows\System32\MoUsoCoreWorker.exe,C:\Windows\System32\MoUsoCoreWorker.exe,
0x0000000000001060,4,C:\Windows\System32\RuntimeBroker.exe,C:\Windows\System32\RuntimeBroker.exe,
0x0000000000000320,4,C:\Windows\System32\CompatTelRunner.exe,C:\Windows\System32\CompatTelRunner.exe,
0x00000000000002d4,4,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,
0x0000000000002870,4,C:\Users\taro\AppData\Local\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,C:\Windows\System32\CompatTelRunner.exe,
0x00000000000027a0,4,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,C:\Windows\System32\backgroundTaskHost.exe,
5992,4,,,
5892,4,,,\device\harddiskvolume3\windows\system32\taskhostw.exe
0x0000000000000d9c,4,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
0x0000000000000da0,4,C:\Windows\System32\backgroundTaskHost.exe,C:\Windows\System32\backgroundTaskHost.exe,
0x00000000000027b0,4,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,
0x00000000000027e0,4,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,
9484,4,,,\device\harddiskvolume3\windows\system32\svchost.exe
