TrainTotal,TrainMask,TrainHyperSphere,ValTotal,ValMask,ValHyperSphere
8.888483047485352,8.853815078735352,0.03466811031103134,8.680551528930664,8.680551528930664,1.286278994427903e-08
6.203726768493652,6.168556213378906,0.0351707823574543,3.3494670391082764,3.3494670391082764,1.4103216372518546e-08
1.9804151058197021,1.940921425819397,0.03949373960494995,1.4071077108383179,1.4071077108383179,2.6791324714281473e-08
1.3510923385620117,1.3069407939910889,0.04415151849389076,1.1606230735778809,1.1606230735778809,4.86343978423065e-08
1.2300374507904053,1.1843358278274536,0.045701611787080765,1.0971957445144653,1.0971956253051758,6.274800057326502e-08
1.1770888566970825,1.131065011024475,0.04602385312318802,1.071826457977295,1.0718263387680054,7.753148167921609e-08
1.1619288921356201,1.1176984310150146,0.04423051327466965,1.072006106376648,1.0720059871673584,8.029811482401783e-08
1.1516438722610474,1.1098504066467285,0.041793450713157654,1.0645356178283691,1.0645354986190796,8.90388562879707e-08
1.1433956623077393,1.1037817001342773,0.039613984525203705,1.05642569065094,1.0564255714416504,9.158377167750587e-08
1.1356841325759888,1.0981335639953613,0.03755052015185356,1.0610228776931763,1.0610227584838867,9.40908506663618e-08
1.1270546913146973,1.0914262533187866,0.03562844917178154,1.0542815923690796,1.05428147315979,1.0137034678336931e-07
1.1195480823516846,1.0858511924743652,0.03369686380028725,1.0516548156738281,1.0516546964645386,1.1343391292939486e-07
1.1130409240722656,1.0814085006713867,0.03163236752152443,1.0431697368621826,1.043169617652893,1.1644554120948669e-07
1.106703519821167,1.0770255327224731,0.029677944257855415,1.0450572967529297,1.0450571775436401,1.2214913169827923e-07
1.0977718830108643,1.0701595544815063,0.02761235274374485,1.036436676979065,1.0364365577697754,1.3725536973652197e-07
1.09266197681427,1.0668792724609375,0.02578275464475155,1.0335497856140137,1.0335496664047241,1.3905622608945123e-07
1.0859230756759644,1.061962366104126,0.023960750550031662,1.02731192111969,1.0273118019104004,1.3102470575176994e-07
1.0802626609802246,1.0578886270523071,0.022374043241143227,1.02333402633667,1.0233339071273804,1.4778984791519179e-07
1.0744825601577759,1.0534422397613525,0.021040264517068863,1.0231094360351562,1.0231093168258667,1.4488389865618956e-07
1.0711498260498047,1.051291823387146,0.019857944920659065,1.0128076076507568,1.0128074884414673,1.6266457691926917e-07
1.0663317441940308,1.0474169254302979,0.0189148411154747,1.0121986865997314,1.012198567390442,1.7234314952929708e-07
1.0618797540664673,1.043562889099121,0.0183168426156044,1.0163910388946533,1.0163908004760742,1.821509130195409e-07
1.0589321851730347,1.041202425956726,0.01772976480424404,1.0147322416305542,1.014732003211975,2.0213553852954647e-07
1.0578867197036743,1.0406192541122437,0.017267506569623947,1.0076581239700317,1.0076578855514526,2.2900239571299608e-07
1.0543631315231323,1.037445306777954,0.016917860135436058,1.0099434852600098,1.0099432468414307,2.5474949438830663e-07
1.0523380041122437,1.035682201385498,0.01665576547384262,1.0086077451705933,1.0086075067520142,2.95787600634867e-07
1.052598476409912,1.036232590675354,0.01636587269604206,1.0017454624176025,1.0017451047897339,3.4130127346543304e-07
1.0511049032211304,1.0348702669143677,0.016234619542956352,1.0028223991394043,1.0028220415115356,4.0866035533326794e-07
1.0484387874603271,1.0324058532714844,0.01603294350206852,1.0038156509399414,1.0038150548934937,5.511937501978537e-07
1.0467123985290527,1.0307527780532837,0.01595960557460785,1.0047351121902466,1.0047343969345093,6.770001164113637e-07
1.0440304279327393,1.0282729864120483,0.015757471323013306,1.010920763015747,1.0109198093414307,9.613831934984773e-07
1.0441950559616089,1.0285632610321045,0.015631843358278275,0.9969513416290283,0.9969499707221985,1.3977830803924007e-06
1.044124960899353,1.028631567955017,0.015493426471948624,1.0000274181365967,1.0000255107879639,1.9486501514620613e-06
1.0423065423965454,1.026869773864746,0.015436815097928047,0.9973664879798889,0.9973638653755188,2.633300937304739e-06
1.0390846729278564,1.0237336158752441,0.015351012349128723,0.9935047030448914,0.9935005307197571,4.158569026913028e-06
1.0387535095214844,1.023564100265503,0.015189419500529766,0.9980354309082031,0.9980297088623047,5.70130077903741e-06
1.0375444889068604,1.0224062204360962,0.015138303861021996,0.9931454062461853,0.9931369423866272,8.435824383923318e-06
1.037339448928833,1.0223301649093628,0.015009287744760513,0.987311065196991,0.9872990846633911,1.1983985132246744e-05
1.0350788831710815,1.0200740098953247,0.015004822053015232,0.9899976253509521,0.9899815917015076,1.606055593583733e-05
1.033465027809143,1.0186105966567993,0.014854472130537033,0.994614839553833,0.9945935010910034,2.135991417162586e-05
1.032837986946106,1.0180284976959229,0.014809465035796165,0.9901480674743652,0.9901227355003357,2.5326973627670668e-05
1.0318468809127808,1.0170594453811646,0.0147874029353261,0.9861510992050171,0.9861196279525757,3.1463179766433313e-05
1.031201958656311,1.0164992809295654,0.014702733606100082,0.9850829243659973,0.9850451350212097,3.7783742300234735e-05
1.0302988290786743,1.0156407356262207,0.01465815119445324,0.9896132946014404,0.9895729422569275,4.0361097489949316e-05
1.028899908065796,1.0143080949783325,0.014591780491173267,0.9815971851348877,0.9815478324890137,4.934900061925873e-05
1.0278797149658203,1.01337730884552,0.014502421021461487,0.982194185256958,0.9821431636810303,5.100043199490756e-05
1.0287481546401978,1.0142956972122192,0.014452410861849785,0.9811793565750122,0.9811224341392517,5.6942688388517126e-05
1.0266245603561401,1.0122259855270386,0.014398571103811264,0.9889888167381287,0.9889267086982727,6.213545566424727e-05
