TrainTotal,TrainMask,TrainHyperSphere,ValTotal,ValMask,ValHyperSphere
8.924201965332031,8.62186050415039,0.3023418188095093,8.050387382507324,7.877498149871826,0.17288881540298462
4.230896949768066,3.922276020050049,0.30862101912498474,3.1026699542999268,2.922010660171509,0.18065932393074036
2.962509870529175,2.727348804473877,0.23516109585762024,2.5978198051452637,2.502180814743042,0.09563888609409332
2.5906801223754883,2.4431307315826416,0.14754930138587952,2.388195037841797,2.3556573390960693,0.032537657767534256
2.404839277267456,2.3044867515563965,0.10035258531570435,2.2575106620788574,2.2453906536102295,0.012119922786951065
2.27085280418396,2.1881086826324463,0.0827440693974495,2.197497606277466,2.1869959831237793,0.010501561686396599
2.173604726791382,2.0977916717529297,0.07581315189599991,2.1235032081604004,2.1122729778289795,0.011230279691517353
2.1287858486175537,2.0558862686157227,0.07289949804544449,2.1345765590667725,2.12204647064209,0.012530041858553886
2.098054885864258,2.0274534225463867,0.07060142606496811,2.126187562942505,2.1137259006500244,0.012461674399673939
2.0767838954925537,2.0083258152008057,0.06845813244581223,2.0810012817382812,2.068788766860962,0.012212485074996948
2.061520576477051,1.9944838285446167,0.06703681498765945,2.0868215560913086,2.0743210315704346,0.012500623241066933
2.0444159507751465,1.979101538658142,0.06531431525945663,2.0584943294525146,2.046241521835327,0.012252925895154476
2.0389041900634766,1.974743127822876,0.06416098773479462,2.059359550476074,2.0469272136688232,0.012432312592864037
2.0237247943878174,1.9604204893112183,0.06330429762601852,2.067983865737915,2.0554699897766113,0.01251391600817442
2.012706756591797,1.950892686843872,0.061814144253730774,2.0213186740875244,2.0090439319610596,0.0122747253626585
2.004277467727661,1.9433398246765137,0.060937587171792984,2.061816453933716,2.049306869506836,0.012509635649621487
1.991554856300354,1.9314709901809692,0.06008386239409447,2.0339019298553467,2.021555185317993,0.012346827425062656
1.9925973415374756,1.9333611726760864,0.059236153960227966,2.006075620651245,1.9940645694732666,0.012011007405817509
1.982160210609436,1.923600435256958,0.05855979025363922,2.016986608505249,2.004687547683716,0.012298977933824062
1.9785116910934448,1.9206328392028809,0.05787881836295128,2.010847568511963,1.9986608028411865,0.012186724692583084
1.9690908193588257,1.9119914770126343,0.05709928646683693,2.000089406967163,1.9880651235580444,0.012024285271763802
